order_id,customer_id,order_date,status,shipping_address_id,billing_address_id,total_amount,payment_method
997933321197,1840927036,2024-04-25 22:12:47,PENDING,875979205264,875979205264,1480.08,Stripe
53821265275,21306002,2024-02-18 17:33:39,SHIPPED,152810915553,645033394759,3192.6,Stripe
666054247416,8881870438,2024-10-24 14:37:10,SHIPPED,644835502684,715372960782,125.33,Credit Card
747810382183,2703681228,2024-04-28 00:22:25,SHIPPED,404642608387,369428275538,5506.66,PayPal
408774211801,7927644417,2025-02-07 17:02:10,PENDING,477975719323,200158912955,5028.24,Stripe
150866900423,3025595903,2024-12-07 03:12:40,PROCESSING,396773350967,708524733504,3153.9,Bank Transfer
79772497304,7142332759,2023-09-19 04:21:21,DELIVERED,192963112036,192963112036,7879.75,Credit Card
545782223281,8386328969,2023-12-03 14:45:18,CANCELLED,405561952306,405561952306,4640.0,Stripe
834652023633,9283382392,2023-10-01 18:45:03,PENDING,907769281686,896265857186,6234.0,Bank Transfer
306210576221,7387653828,2024-06-06 05:05:34,PENDING,22253577970,241979243578,8113.43,Stripe
544893329860,9887043311,2025-05-09 21:00:25,CANCELLED,460823576821,213169254430,1412.68,Stripe
715772866037,4903551844,2024-01-09 07:13:43,CANCELLED,790938378561,790938378561,7229.52,Stripe
884488566114,2775397106,2024-09-24 01:04:11,DELIVERED,453978423639,453978423639,1678.53,Stripe
380851348294,4266288430,2023-12-23 09:26:54,PROCESSING,911964266185,911964266185,145.73,Credit Card
639312316288,3002453332,2023-08-28 14:52:44,DELIVERED,119267343532,119267343532,9177.4,PayPal
679299497610,9026201623,2023-11-29 10:03:07,CANCELLED,369213344979,369213344979,11564.41,Stripe
121832622184,380010343,2023-12-22 05:31:28,DELIVERED,883510786155,538894388519,605.81,PayPal
630718609480,9900247287,2024-05-19 14:01:29,DELIVERED,620287114148,117008904424,1725.59,Credit Card
962543919016,646710810,2025-05-21 19:48:55,CANCELLED,289625490442,925274978349,870.58,Stripe
790859394377,2321863317,2024-04-21 10:19:47,SHIPPED,127710189348,127710189348,2921.06,Stripe
446596128254,7386190582,2023-08-20 16:45:11,CANCELLED,686979229963,686979229963,2013.83,Credit Card
591439509218,1064623465,2024-07-31 17:52:04,SHIPPED,539743332752,539743332752,5592.68,PayPal
813723229448,4385995542,2024-09-28 19:08:21,CANCELLED,621075871838,621075871838,1984.08,PayPal
62364021167,8964563034,2023-08-06 23:58:33,SHIPPED,533211383033,858848848152,3353.56,PayPal
188454630040,615612158,2025-01-22 19:26:47,CANCELLED,248970229207,248970229207,4077.68,Credit Card
707217730652,8508352324,2024-12-03 16:46:57,PROCESSING,206884207616,206884207616,1596.63,Stripe
636102786903,9256379278,2025-06-18 12:42:48,CANCELLED,883338432169,534990192323,1992.34,PayPal
944627633767,6569244359,2024-01-11 10:38:55,SHIPPED,592618910171,407704389948,7825.66,Stripe
440130190287,3014449584,2023-12-25 04:34:30,DELIVERED,887305356951,887305356951,4322.95,Stripe
624810787298,2295923438,2025-05-03 15:53:31,SHIPPED,325974074623,325974074623,7496.17,Stripe
113828159892,5041101477,2025-03-10 14:31:53,DELIVERED,576574539236,988771578132,11167.4,Credit Card
12498594703,168640384,2025-04-23 18:29:31,SHIPPED,863869080289,863869080289,1771.43,PayPal
391994055758,5571621493,2024-11-19 16:44:59,PROCESSING,558256735492,558256735492,4804.28,Stripe
730860454863,381028827,2024-01-06 06:43:41,PENDING,322723716908,322723716908,1121.04,Bank Transfer
651135969428,6413943364,2024-01-11 06:57:48,CANCELLED,312387358652,580839230643,1405.29,Stripe
986657867384,18234167,2025-04-28 02:28:24,CANCELLED,359216347027,359216347027,12928.06,Credit Card
320703674575,2652151506,2024-05-31 07:55:30,CANCELLED,192128734054,192128734054,8889.8,PayPal
711410812138,4006479399,2025-01-24 08:17:44,SHIPPED,806774735045,650464477519,4813.94,Credit Card
103698665240,5878596231,2024-02-04 00:34:22,SHIPPED,937028717872,937028717872,2509.8,Credit Card
469942473072,2430417444,2024-11-12 22:20:52,PENDING,828898808155,881341943861,2696.73,PayPal
667974181646,5182920492,2024-10-28 09:26:11,PENDING,679911911840,679911911840,1072.42,Bank Transfer
396903363247,3490733903,2023-08-25 17:11:49,SHIPPED,297108389695,297108389695,3609.91,Stripe
25565816492,5331132361,2025-05-29 23:01:07,SHIPPED,811144313278,811144313278,4510.38,Bank Transfer
148059660399,7998241735,2023-08-14 23:18:16,CANCELLED,243867308099,243867308099,1934.69,Stripe
518589232390,7097264938,2025-05-09 05:58:41,SHIPPED,357452134048,357452134048,8752.4,Stripe
16825482337,9890833735,2025-02-10 13:58:10,PENDING,346874218660,992592601431,6774.39,Stripe
445980901433,496300254,2024-07-20 05:23:35,PROCESSING,622850490223,622850490223,1476.98,PayPal
283217143445,1127819680,2024-05-23 17:21:32,SHIPPED,595017711383,282947657000,12670.74,Credit Card
971184212204,8841743041,2024-02-26 17:37:59,CANCELLED,683631822236,683631822236,4901.35,Bank Transfer
792179549729,6286848161,2023-10-08 19:37:49,PROCESSING,777047502372,777047502372,6158.62,Stripe
545436860162,5584041047,2024-11-03 10:08:45,PENDING,624314640027,65616284037,5072.15,Stripe
871231374313,6008219186,2024-02-16 09:33:59,PENDING,716935468553,716935468553,7804.57,Stripe
313749707749,4812737742,2025-02-16 22:14:18,SHIPPED,355320362228,355320362228,10337.36,Credit Card
31429775601,2605564076,2025-05-23 23:12:22,PENDING,434691581738,434691581738,2344.28,Credit Card
840692649853,3212621465,2024-08-18 23:54:34,SHIPPED,490385695109,68621162119,4935.51,Credit Card
127657094920,1188311996,2025-04-13 15:58:05,DELIVERED,687747566349,687747566349,3556.21,Stripe
847427251095,8178749843,2025-05-28 13:10:43,SHIPPED,72830786105,314546214468,5796.14,Stripe
676444662583,1492653361,2023-08-07 16:16:28,PROCESSING,991834010982,535355685016,4158.66,Credit Card
390863855015,2096228944,2024-03-01 09:07:58,DELIVERED,362845337024,362845337024,4363.41,Bank Transfer
35605354413,711649996,2024-08-06 00:05:54,SHIPPED,103109220698,185009724443,10624.71,PayPal
529200298238,7534048109,2025-05-21 22:57:29,CANCELLED,697125103912,304362496483,4419.18,PayPal
762879418738,3484117297,2025-05-13 11:14:22,DELIVERED,917887557282,917887557282,12051.56,PayPal
41036211584,8738600508,2024-07-20 09:30:20,PROCESSING,45607523128,45607523128,6300.73,Credit Card
204732622810,9430738127,2024-11-20 12:31:16,CANCELLED,612413721710,430715834058,3809.11,Bank Transfer
868894624217,4164803339,2025-01-13 20:25:48,DELIVERED,609595338054,609595338054,2748.06,Credit Card
42062102886,8866926220,2024-01-28 05:28:03,PROCESSING,67512841919,67512841919,5774.38,PayPal
91928615607,697956290,2024-02-02 23:56:26,SHIPPED,793113661873,793113661873,4392.49,PayPal
112904717623,1698542320,2023-10-15 02:58:12,SHIPPED,505028754352,505028754352,2262.58,PayPal
722087348405,1006007757,2024-07-27 08:21:21,SHIPPED,857035398157,857035398157,2766.0,Stripe
177140692502,193111293,2024-04-01 13:07:17,PENDING,915391642654,300384277029,10243.84,PayPal
573325013621,5101221791,2024-06-06 20:54:09,SHIPPED,788499516899,788499516899,12063.97,Credit Card
382337647180,3171555897,2024-04-07 12:23:35,SHIPPED,699401378503,537053453286,4760.4,Stripe
540098831987,8414892428,2024-02-25 03:39:01,PROCESSING,860651709053,683261856921,7734.5,Stripe
929845844064,5961192396,2023-09-01 06:31:11,DELIVERED,496105832054,250225767442,2712.39,Stripe
466158222739,8621976139,2023-09-27 01:54:40,SHIPPED,586656592438,586656592438,5844.24,Bank Transfer
582885797313,9368413500,2024-04-25 16:34:00,PROCESSING,743850097093,743850097093,8731.51,Credit Card
247153614199,853289822,2024-05-30 18:20:59,SHIPPED,576701681347,576701681347,6136.91,Credit Card
936416098773,8413700295,2024-10-12 15:04:15,SHIPPED,734251605021,866480994779,5938.26,Bank Transfer
944595194811,8795070449,2024-05-02 03:31:29,DELIVERED,294262040815,294262040815,2167.61,Credit Card
661845940456,8122523204,2024-09-13 17:39:14,PENDING,338323106254,338323106254,4230.68,Stripe
865008361358,1074621926,2025-01-05 11:10:41,DELIVERED,443774587508,245966689700,274.23,Bank Transfer
655121305626,4427815455,2024-02-09 18:09:08,PENDING,987463749070,991837620126,8548.39,Stripe
291227739229,3623779349,2025-05-16 14:14:55,CANCELLED,719599676070,719599676070,4418.87,Bank Transfer
414084553978,8683315714,2025-04-01 02:27:42,PENDING,107063444015,107063444015,4277.43,Stripe
826975026597,7175498393,2024-10-22 09:54:34,SHIPPED,44896953358,44896953358,4852.08,Credit Card
891003268805,2142666863,2024-10-28 19:54:24,PENDING,866965620109,866965620109,2026.55,PayPal
534084475674,9027431090,2024-03-20 05:52:25,SHIPPED,4397938189,4397938189,7601.03,Credit Card
894895384474,7210640819,2023-08-16 12:52:54,SHIPPED,180912549972,180912549972,1303.87,Stripe
767703953408,1139272851,2024-06-17 04:59:47,CANCELLED,325099791056,325099791056,1541.43,Stripe
894176899327,1610820336,2024-05-08 16:31:31,PENDING,168730133797,328455033776,1273.2,Bank Transfer
474993486494,1785508651,2024-02-15 17:58:35,PROCESSING,241893025834,481070421437,5882.7,PayPal
571260042671,8466551313,2024-08-31 05:15:37,PROCESSING,808225388215,894494272783,3886.38,Bank Transfer
762893202004,6348712697,2025-03-23 11:58:15,CANCELLED,835386756361,835386756361,250.01,Bank Transfer
312218258895,4670249614,2024-11-30 12:30:50,DELIVERED,268928968267,60924920024,4991.04,Credit Card
735518008801,4351912525,2024-10-29 19:10:46,PROCESSING,332546007255,332546007255,4737.23,Stripe
222165949752,2887264627,2024-04-09 07:03:35,CANCELLED,396886975398,396886975398,7877.01,Stripe
853963044323,8786557758,2025-05-08 19:37:23,SHIPPED,678517451932,678517451932,3733.34,Stripe
241555202785,4278233798,2024-02-02 17:20:25,DELIVERED,161204842010,829404477446,1433.98,Credit Card
216859052919,7704211324,2024-11-10 01:26:30,DELIVERED,73851128344,73851128344,5150.79,PayPal
107844959480,96536005,2024-10-11 22:37:01,PROCESSING,719945977854,719945977854,3974.06,Stripe
499044862369,6500313062,2024-11-20 13:28:13,PENDING,358626094695,358626094695,9874.51,Bank Transfer
630020579727,4366543394,2025-03-04 16:24:08,PROCESSING,701734258125,268255749850,2323.74,Stripe
309527336156,302937345,2025-06-19 17:56:34,PROCESSING,368256331703,368256331703,7275.19,Credit Card
592728874269,2957487425,2025-05-21 13:17:50,SHIPPED,639829631571,884916782492,2296.9,PayPal
137692647620,4235006548,2025-07-27 18:37:45,PENDING,685488550782,685488550782,7142.34,Credit Card
68877896222,4679673724,2025-04-27 23:34:20,CANCELLED,939943552432,939943552432,5558.51,PayPal
398372518568,4628571931,2024-10-05 11:57:36,SHIPPED,401942701037,866547214558,6336.9,Bank Transfer
55527893461,2802281306,2024-10-13 18:36:08,PENDING,382717424201,873860763155,1550.45,Credit Card
98777760259,110761480,2024-03-06 14:46:58,PENDING,650292949345,880764621469,3579.63,Bank Transfer
797640074043,2585532487,2023-11-13 16:46:01,PROCESSING,221916434278,221916434278,3801.32,Stripe
164495705453,4916444171,2024-08-10 14:42:53,PROCESSING,171440198925,171440198925,7423.24,PayPal
189012582838,986743647,2024-03-24 10:32:53,PENDING,738577197686,738577197686,1548.76,Bank Transfer
191390347750,2386164666,2024-09-15 04:49:04,SHIPPED,786449737614,816192107855,9638.52,PayPal
825244096722,6548326661,2025-01-13 16:00:50,PROCESSING,224331207544,224331207544,3278.64,Credit Card
54236130064,8207474240,2024-07-27 19:43:40,DELIVERED,908748427276,908748427276,1625.96,PayPal
807143803630,5068007978,2025-05-04 00:39:03,DELIVERED,369201422695,788024624545,4811.81,Credit Card
197145624578,1564288231,2023-08-14 01:51:18,SHIPPED,520228761853,520228761853,4092.77,Stripe
113406142091,1555365512,2024-12-21 09:26:48,SHIPPED,463103051875,408599455286,5755.53,PayPal
729464174979,4543075180,2024-08-19 21:00:11,CANCELLED,197519273342,197519273342,3159.0,Credit Card
307249742392,9193147164,2024-08-28 01:48:08,DELIVERED,28990425551,620471170882,4835.07,Credit Card
251139061338,580524301,2024-11-17 16:26:03,DELIVERED,411169729941,637930828362,5712.85,Bank Transfer
803061005827,9462703187,2023-10-31 06:46:30,PENDING,970819452823,970819452823,3162.3,Credit Card
274182788973,9952739050,2023-09-12 03:16:22,PROCESSING,365299074973,400206261786,3751.53,Stripe
298829546723,2413112024,2024-02-11 17:20:48,SHIPPED,576789800491,576789800491,5267.4,Stripe
149887612749,6619690345,2025-03-08 11:57:40,CANCELLED,925115256224,731500342545,1295.46,Credit Card
664096124811,4609684192,2023-09-20 21:51:32,DELIVERED,869053564978,998328819900,2129.17,Bank Transfer
913325024686,6462588910,2024-03-05 15:59:35,SHIPPED,652034045992,652034045992,5910.69,Credit Card
175315533976,7088217054,2024-08-23 04:39:15,PENDING,837261826095,837261826095,7271.59,Bank Transfer
288458518911,4261611066,2025-04-19 09:07:16,DELIVERED,176200280282,176200280282,2227.94,Bank Transfer
33590927141,3688543976,2025-08-05 09:09:55,DELIVERED,319429933853,319429933853,7560.84,Stripe
753125679270,26448801,2025-06-27 11:21:15,SHIPPED,316272766979,316272766979,6769.9,Bank Transfer
992982075564,5519130784,2024-09-13 03:27:35,PENDING,257715175984,257715175984,8553.06,Bank Transfer
326784575892,4830552942,2025-03-12 16:01:38,PROCESSING,240350331492,240350331492,3841.99,PayPal
120072383837,5536178601,2024-12-28 18:17:09,CANCELLED,963147231333,307886537319,4379.35,PayPal
28392757102,141199084,2023-08-29 23:33:46,PROCESSING,73191439620,73191439620,3314.74,Credit Card
269177901852,9742029634,2025-03-09 16:27:33,CANCELLED,917008290879,606960313892,6685.46,Bank Transfer
617010140120,6122532403,2024-05-12 16:48:30,CANCELLED,374978396444,374978396444,3775.84,Credit Card
721614416959,9338609510,2024-12-22 05:31:32,CANCELLED,988516931825,379718727173,3530.82,Stripe
166890638701,2054204161,2023-10-12 18:09:49,SHIPPED,295129565213,735251386551,8100.0,PayPal
510433415048,4031187339,2025-02-28 09:28:40,DELIVERED,548298407930,548298407930,4401.1,Bank Transfer
577922266124,452480489,2023-11-17 12:46:16,PENDING,591104720694,591104720694,10907.77,Stripe
305041804419,3432029725,2023-09-11 14:14:41,CANCELLED,903750519593,903750519593,3722.71,Credit Card
508553351689,9217303191,2024-01-11 16:39:40,DELIVERED,898938485784,898938485784,4987.63,Bank Transfer
687181971871,7637090325,2025-08-03 10:24:27,PROCESSING,289601012862,289601012862,2825.29,Credit Card
76799023141,7801665733,2023-11-19 00:38:32,PROCESSING,101310982359,448937185537,10830.21,Credit Card
878284296906,9806432555,2024-11-16 10:32:17,PROCESSING,146573260206,765816894271,3503.4,Bank Transfer
998288119824,2577938470,2025-04-17 10:30:55,CANCELLED,944204366378,944204366378,3787.51,Bank Transfer
850695038317,2509292972,2024-04-06 22:11:40,SHIPPED,535774411268,535774411268,14896.89,Stripe
324483762005,5848877335,2025-01-10 00:57:21,DELIVERED,982251316344,982251316344,7671.83,Credit Card
994626080340,1006675299,2023-12-13 00:08:08,CANCELLED,753179992232,20657402593,3689.4,Bank Transfer
651596425825,3001449858,2025-05-14 08:37:15,CANCELLED,412296974687,412296974687,3101.07,Bank Transfer
155822440765,8769076335,2024-01-30 08:38:50,PROCESSING,944764318216,944764318216,5323.75,PayPal
176676175818,30193848,2024-08-07 01:06:32,DELIVERED,667780235941,667780235941,656.91,Stripe
768754635213,6590568198,2024-02-18 22:18:06,SHIPPED,542541417011,542541417011,6626.04,PayPal
72970502055,8888082246,2023-09-26 10:39:28,SHIPPED,705570325788,233541443610,9709.47,Bank Transfer
436432333330,1911275727,2023-08-10 06:24:04,DELIVERED,294275019340,294275019340,289.47,PayPal
717326556325,5478586931,2023-11-11 08:37:18,PENDING,306900898278,149990184822,5754.15,Credit Card
43559767113,855337715,2025-06-02 14:22:29,CANCELLED,719857226932,719857226932,7818.81,Stripe
648036347303,4731974113,2025-01-16 19:32:31,SHIPPED,508424078658,508424078658,3382.65,Stripe
231770043054,9103623084,2023-12-21 04:53:54,DELIVERED,452187498893,206335945751,8091.8,Credit Card
925668268881,2413352262,2023-10-31 01:28:27,SHIPPED,177161109095,177161109095,2946.73,Stripe
881872236892,2607835469,2025-05-22 19:37:07,DELIVERED,174266498579,174266498579,11875.75,PayPal
427076707723,2800553279,2024-04-13 18:02:43,PENDING,678954330125,312073800511,4770.05,PayPal
865345719943,5870555633,2025-04-04 08:56:16,SHIPPED,699072555188,699072555188,4862.58,Stripe
381731253070,3038869573,2024-02-06 04:18:53,PROCESSING,970145623330,970145623330,9435.96,PayPal
159353123050,425104302,2023-11-12 22:20:14,SHIPPED,754419688490,754419688490,5191.61,Stripe
270640266004,8701798824,2023-08-24 21:52:18,PENDING,762500735614,433993432798,3113.13,Credit Card
89060658879,2391801576,2023-11-10 03:13:37,PENDING,14638314831,14638314831,4514.8,PayPal
370753074550,7518225329,2023-11-17 05:45:41,PENDING,878761439463,878761439463,10641.25,Credit Card
6127721523,866586484,2023-10-30 20:07:59,DELIVERED,895674208962,895674208962,8833.31,Bank Transfer
629647601383,9060019084,2024-06-28 03:36:26,DELIVERED,540426685602,279594661317,3518.77,Stripe
141326412553,9221410988,2024-05-11 11:49:12,SHIPPED,289418246247,289418246247,5933.63,Credit Card
749722470167,5543285228,2023-11-09 10:39:07,DELIVERED,845575906794,845575906794,4968.42,Stripe
796838908426,7648778841,2024-11-06 06:18:29,PROCESSING,856504674113,856504674113,1484.01,Credit Card
422475302474,9575768380,2023-10-29 21:38:34,DELIVERED,711549712403,711549712403,5265.18,PayPal
227022672213,6088892363,2023-09-23 18:05:59,PENDING,868867217326,867522143256,3943.64,PayPal
754412562474,4466116233,2025-04-28 11:28:43,PENDING,255415545458,461680824006,125.33,PayPal
150613494181,4468313997,2024-09-23 18:33:47,PENDING,424757078127,424757078127,1504.72,PayPal
570559636652,5063895754,2025-05-12 20:17:39,DELIVERED,258138446989,727708681613,5496.35,Credit Card
136507784052,1470118477,2024-01-26 09:21:07,SHIPPED,96825848877,96825848877,4370.97,Bank Transfer
32023090696,3596965267,2024-05-14 16:42:17,SHIPPED,84051339522,312127928656,6402.31,PayPal
279896609262,8522177316,2023-11-11 17:39:48,SHIPPED,241057372275,897950302431,1598.37,Credit Card
76419748560,2108075410,2025-02-13 18:33:16,PROCESSING,272394312887,302348980671,2765.63,Bank Transfer
599597412765,859685414,2023-10-21 06:02:45,DELIVERED,267288438094,267288438094,5116.46,Credit Card
870933464454,758007201,2025-05-15 03:15:04,SHIPPED,396553347431,396553347431,1852.9,Credit Card
479215295979,7315379834,2024-12-18 21:43:02,PROCESSING,27749269444,27749269444,7658.6,Stripe
361509010766,7605322424,2024-03-25 11:26:44,DELIVERED,547188721527,547188721527,9949.94,Bank Transfer
986554315688,7348765214,2024-12-03 09:38:45,PROCESSING,73738660507,481523792155,3157.82,Bank Transfer
675762438897,5929195308,2024-09-09 00:12:02,SHIPPED,806113967501,806113967501,1153.2,Credit Card
936325626125,6936887680,2025-01-17 22:13:37,PENDING,657809129062,657809129062,7695.26,Bank Transfer
701696104031,6428064774,2024-10-25 02:07:41,SHIPPED,529254846325,529254846325,2382.01,Credit Card
472413795237,3883872330,2024-06-25 03:14:31,CANCELLED,593088441416,593088441416,3857.72,PayPal
528426329935,1233184926,2025-01-12 11:26:29,DELIVERED,931555039201,435823983435,3026.78,PayPal
393116459295,709914066,2023-11-23 23:11:03,CANCELLED,806719285888,806719285888,9313.95,PayPal
789576079683,4774755677,2024-11-02 09:06:27,PENDING,115869180456,115869180456,710.81,Bank Transfer
425896419425,5831505257,2025-04-01 09:19:22,CANCELLED,898266135427,920315101135,1102.84,Bank Transfer
784771480695,5970982312,2024-07-07 08:01:31,SHIPPED,218483306367,108790768056,4485.58,Bank Transfer
735664128646,2770576685,2025-01-02 10:26:14,SHIPPED,737459549990,737459549990,2751.6,PayPal
501083433681,5542157533,2024-04-06 07:34:05,PENDING,676422656618,676422656618,941.56,Credit Card
522147399218,2181878802,2024-04-09 01:39:21,CANCELLED,747384179121,747384179121,3973.33,Credit Card
188787021717,602664519,2025-04-08 04:57:57,SHIPPED,70435217724,70435217724,3868.06,Stripe
133373565932,5086756173,2025-07-10 11:23:52,DELIVERED,863247915369,863247915369,13825.26,PayPal
329300500151,5446866866,2024-05-17 14:40:38,CANCELLED,584913037617,739793099723,680.96,Credit Card
57421705700,2105968177,2024-02-22 23:48:58,SHIPPED,259290990142,259290990142,466.32,Credit Card
534269974002,3644779934,2025-03-05 11:33:23,PENDING,537018483955,537018483955,2625.32,PayPal
589126881958,8443797479,2025-05-02 05:55:37,SHIPPED,73582025670,73582025670,5048.19,Credit Card
249463654358,5300760038,2025-04-09 22:00:22,SHIPPED,934100503456,934100503456,1602.14,Credit Card
819631373346,3565846363,2024-09-20 04:38:41,PENDING,783515888798,783515888798,16166.39,Stripe
698121645632,102369016,2024-12-26 05:27:18,DELIVERED,907278549003,202695673485,4013.55,PayPal
283815464931,9957715120,2023-12-10 11:45:48,DELIVERED,758693895926,137635604395,2407.38,Bank Transfer
590504192138,3175700927,2025-06-20 16:46:27,CANCELLED,249396597076,687188478998,1670.23,Credit Card
831300792355,8988138102,2023-11-23 15:43:37,PROCESSING,649862507025,708941017400,7755.63,PayPal
411230637340,804256284,2025-04-28 11:52:17,PROCESSING,145924108305,145924108305,4323.99,Stripe
968373702963,919942016,2023-08-07 23:20:59,PROCESSING,448685012903,21480188882,3595.69,Credit Card
336971977160,6899159843,2024-03-09 13:52:49,PROCESSING,153578921802,153578921802,2072.54,Credit Card
450206326071,450522801,2024-10-15 12:49:41,DELIVERED,650918703204,650918703204,11114.21,Stripe
435896229739,5142069075,2025-01-02 12:08:42,PROCESSING,909954294788,909954294788,4327.69,Stripe
350677669433,6632071722,2025-04-05 14:12:08,DELIVERED,279122474425,279122474425,6359.33,Stripe
211486574767,2402787087,2023-09-11 04:53:27,PENDING,674466639798,674466639798,12262.35,Bank Transfer
172546784997,3615648410,2024-02-27 10:37:50,PROCESSING,156712030856,156712030856,3257.34,Bank Transfer
590370755385,7157435061,2025-04-12 04:31:45,DELIVERED,90232092206,90232092206,4107.27,PayPal
419826250385,2531115372,2023-12-20 10:56:44,SHIPPED,233112374224,233112374224,1344.45,PayPal
716451365106,1512882795,2025-08-04 11:43:59,PROCESSING,784878242021,517436551103,4396.12,Bank Transfer
649824038670,9789548459,2024-08-25 20:10:12,DELIVERED,308874479750,14043394827,4822.08,Bank Transfer
926193480640,9468680343,2024-07-22 09:23:53,PENDING,411229949365,411229949365,747.36,Stripe
6611289242,6103695980,2024-01-09 08:07:19,PENDING,164929604320,164929604320,11853.55,Stripe
920374871278,7632877607,2024-03-28 01:27:53,SHIPPED,472044470305,472044470305,5023.12,PayPal
803401573341,6430040180,2024-12-27 12:58:53,DELIVERED,950760999527,950760999527,8026.67,Stripe
930204904260,8364076967,2024-05-12 22:57:04,DELIVERED,953245749812,953245749812,479.23,Bank Transfer
31356898707,5085636506,2024-03-18 22:55:01,PENDING,462405161955,462405161955,1307.86,Stripe
138933510614,2528302479,2025-04-01 02:22:52,DELIVERED,918516394160,918516394160,9405.53,Bank Transfer
676750230337,2345393504,2023-10-22 13:24:49,SHIPPED,711443347230,711443347230,4974.39,Credit Card
590870854681,2490311401,2025-05-09 08:51:01,DELIVERED,216671832196,216671832196,4619.47,Stripe
583093476802,1115394313,2025-02-07 15:16:35,DELIVERED,864485069048,936183272433,10952.66,Bank Transfer
329592751983,5639890810,2024-03-19 12:47:17,PROCESSING,318443814922,318443814922,5676.44,Stripe
857826336018,6617981723,2023-09-08 00:22:00,CANCELLED,127868424253,127868424253,1607.85,Credit Card
148009220161,7738524447,2024-11-03 07:06:26,SHIPPED,343394727170,343394727170,4824.91,Stripe
56888966210,5786757424,2025-04-10 02:24:19,CANCELLED,392838071060,510585464198,3890.44,Stripe
49464534030,6215069370,2024-10-05 07:48:27,PENDING,690415562620,278813697214,2991.89,Credit Card
540042997036,359215218,2024-06-15 10:43:24,DELIVERED,14909834189,440889637869,5818.05,Stripe
221504202036,4987796723,2023-08-18 14:50:34,CANCELLED,354017398849,354017398849,4584.72,Bank Transfer
132545448922,5098627929,2023-09-07 13:50:32,SHIPPED,801515505557,801515505557,5251.53,Bank Transfer
339281826758,4354686935,2025-06-28 22:17:19,SHIPPED,188705348411,188705348411,105.28,Stripe
575765466035,2369886270,2023-11-30 11:16:13,DELIVERED,361927899678,361927899678,3195.35,PayPal
137985133942,52361945,2025-01-08 20:37:02,PROCESSING,739303459554,326069954569,5475.27,PayPal
205367741060,8713030501,2024-09-12 16:54:03,CANCELLED,772258792106,772258792106,8607.91,Stripe
988370522144,1774764935,2023-08-21 16:39:11,PENDING,525390333816,525390333816,6535.19,Bank Transfer
540156224933,4518576609,2024-07-27 22:54:21,PENDING,50207160239,911658242302,885.32,Stripe
641214523307,6231159349,2025-04-13 05:53:24,PROCESSING,66694836001,693919501957,2768.38,Bank Transfer
486513921751,6585952787,2023-08-17 07:06:05,CANCELLED,919130492456,919130492456,12449.56,Credit Card
776586981363,2853031751,2023-12-20 16:19:53,PROCESSING,238588678717,238588678717,11433.27,Credit Card
564746861236,8011687476,2025-02-17 20:01:52,DELIVERED,866245001409,174057773063,1196.71,PayPal
725030128412,4277421386,2024-05-13 09:26:40,SHIPPED,38763398158,38763398158,2892.09,PayPal
342721364972,1956437002,2025-01-08 09:45:33,SHIPPED,624477515546,624477515546,6868.15,Stripe
785497873106,9395411394,2023-08-16 01:39:57,DELIVERED,970535525189,984258737499,2781.53,Credit Card
