order_item_id,order_id,product_id,quantity,unit_price,line_total
803522669339316,79772497304,39007391,2,347.71,695.42
966692834433451,79772497304,93678551,3,493.36,1480.08
932940377336379,545782223281,88775564,3,1373.5,4120.5
349516027810469,545782223281,75650777,2,259.75,519.5
672658616388308,834652023633,58069165,1,752.0,752.0
527889335192572,834652023633,20254000,1,1090.74,1090.74
760182283630707,834652023633,85483914,3,145.73,437.18999999999994
224820308825017,834652023633,60316270,1,798.69,798.69
279263756196932,834652023633,20559818,2,1577.69,3155.38
83533770211647,306210576221,51394971,2,909.9,1819.8
627032407486521,306210576221,20653502,1,719.22,719.22
20597157039097,306210576221,64796039,1,664.22,664.22
703203394024765,306210576221,86429061,1,789.69,789.69
639702477764019,306210576221,88775564,3,1373.5,4120.5
943956226066648,544893329860,45850951,1,1017.56,1017.56
751868459802808,544893329860,15292590,1,395.12,395.12
867059084660157,715772866037,83043424,3,788.0,2364.0
10014028738392,715772866037,83027387,2,920.74,1841.48
179420926967869,715772866037,6487973,1,797.47,797.47
474540163103599,715772866037,95849980,3,205.98,617.9399999999999
514653029829826,715772866037,21792266,3,536.21,1608.63
119893402164321,884488566114,48922640,3,559.51,1678.53
144485509818379,380851348294,85483914,1,145.73,145.73
57870904381362,639312316288,62246295,3,1004.23,3012.69
6163993749427,639312316288,352180,2,245.32,490.64
571027996099208,639312316288,35634152,2,1395.52,2791.04
609949165993455,639312316288,94895907,3,961.01,2883.0299999999997
96808140660289,679299497610,76471833,2,534.61,1069.22
194260346267455,679299497610,23468793,3,1331.43,3994.29
469007571974482,679299497610,38325908,2,1795.95,3591.9
704091563001949,679299497610,72845095,3,231.26,693.78
707994179567312,679299497610,95322830,2,1107.61,2215.22
52440110197360,121832622184,24681816,1,605.81,605.81
368692831905088,630718609480,14053502,3,17.41,52.230000000000004
162146254883274,630718609480,99178591,2,230.87,461.74
645003990803791,630718609480,24681816,2,605.81,1211.62
965619380545236,962543919016,84903363,2,435.29,870.58
907669863111923,790859394377,40715072,2,275.19,550.38
40495093113328,790859394377,1709628,2,1185.34,2370.68
661658369772052,446596128254,81738050,3,162.06,486.18
924540128121877,446596128254,81744622,1,1527.65,1527.65
196473454472488,591439509218,90106391,3,1241.68,3725.04
99957362490420,591439509218,26767405,2,614.26,1228.52
768473669574768,591439509218,71009361,1,534.09,534.09
614946486474414,591439509218,56452689,1,105.03,105.03
990933089219609,813723229448,52060239,2,992.04,1984.08
947299532511111,62364021167,81515094,2,1383.0,2766.0
291249815904995,62364021167,22211435,1,587.56,587.56
684359149528106,188454630040,38038996,2,437.87,875.74
975583257220245,188454630040,32377508,2,144.49,288.98
78821468430771,188454630040,70490591,2,1456.48,2912.96
257398393540687,707217730652,64360700,3,482.84,1448.52
168752047222927,707217730652,90997584,3,49.37,148.10999999999999
522282452456458,636102786903,70490591,1,1456.48,1456.48
994204823108566,636102786903,43105133,3,67.48,202.44
815456974171669,636102786903,73407141,1,289.99,289.99
202732967163028,636102786903,32752526,1,43.43,43.43
455381211142331,944627633767,62714457,2,1200.37,2400.74
438647447328061,944627633767,81515094,3,1383.0,4149.0
366055955257862,944627633767,70802476,1,1275.92,1275.92
479950974537287,440130190287,85270154,2,413.06,826.12
555500772290892,440130190287,73462158,2,582.09,1164.18
616971177721422,440130190287,71552395,3,777.55,2332.6499999999996
937302560059222,624810787298,86689760,3,683.25,2049.75
743801058550496,624810787298,25636007,2,1899.26,3798.52
689639688165992,624810787298,62301565,3,549.3,1647.8999999999999
766979765330169,113828159892,93215200,3,1612.73,4838.1900000000005
317700967295017,113828159892,48956405,3,1285.47,3856.41
102804697069532,113828159892,4224695,2,1236.4,2472.8
428821140019,12498594703,16124223,3,513.39,1540.17
222431499467358,12498594703,72845095,1,231.26,231.26
68529583639498,391994055758,32751792,1,1805.48,1805.48
136569348561635,391994055758,65059437,3,999.6,2998.8
536258082040054,730860454863,99282776,3,373.68,1121.04
976124454365328,651135969428,43691546,3,468.43,1405.29
127245370453782,986657867384,33969933,1,827.59,827.59
129159734898156,986657867384,11215522,3,1532.12,4596.36
196277985209088,986657867384,34655951,3,1153.2,3459.6000000000004
81812307530917,986657867384,74286809,3,1348.17,4044.51
973092931090713,320703674575,38468319,3,1513.39,4540.17
477965808349847,320703674575,37452720,3,213.75,641.25
725248472380920,320703674575,24693756,2,813.01,1626.02
632768026945392,320703674575,93987495,3,694.12,2082.36
835984189005269,711410812138,69153178,2,1075.54,2151.08
527678761207655,711410812138,23468793,2,1331.43,2662.86
481553420007065,103698665240,24264727,3,836.6,2509.8
619599192483938,469942473072,12420654,3,898.91,2696.73
199360725856317,667974181646,21792266,2,536.21,1072.42
460569535353767,396903363247,65059437,1,999.6,999.6
542470429961701,396903363247,20254000,1,1090.74,1090.74
798380937992978,396903363247,47449036,1,117.67,117.67
893377109564222,396903363247,22402726,1,343.08,343.08
138671953064530,396903363247,35295322,1,1058.82,1058.82
720077465459360,25565816492,79542173,3,615.9,1847.6999999999998
846380731794013,25565816492,68393011,2,530.27,1060.54
878153282725035,25565816492,16987798,1,1602.14,1602.14
177713478512936,148059660399,75126423,1,1438.71,1438.71
575767857171546,148059660399,95350424,2,247.99,495.98
584283880257033,518589232390,27354779,3,1424.4,4273.200000000001
627280034318518,518589232390,76285316,3,128.61,385.83000000000004
438823412765842,518589232390,7708113,3,533.74,1601.22
408107410399880,518589232390,47558868,3,761.18,2283.54
161374235338175,518589232390,51707323,1,208.61,208.61
126215633208424,16825482337,94364943,3,757.48,2272.44
881816736781280,16825482337,1974948,3,647.24,1941.72
495065905459049,16825482337,12121389,1,1037.58,1037.58
827649580758940,16825482337,8433799,3,92.72,278.15999999999997
604090050401891,16825482337,939481,1,1244.49,1244.49
21865340783501,445980901433,33189509,2,199.34,398.68
673447672400899,445980901433,77749693,1,1078.3,1078.3
549873045515138,283217143445,50127879,2,1945.22,3890.44
355954728488663,283217143445,16091230,3,948.75,2846.25
343502497226435,283217143445,47982870,2,787.63,1575.26
176199422088748,283217143445,42902746,3,27.09,81.27
15777768824543,283217143445,42311344,3,1425.84,4277.5199999999995
188393200615973,971184212204,48233210,2,1890.65,3781.3
248051266086923,971184212204,40901134,2,71.85,143.7
675982544484301,971184212204,42112057,1,976.35,976.35
280918213038064,792179549729,80360094,1,747.13,747.13
500307656500747,792179549729,29638344,3,883.96,2651.88
502224972112499,792179549729,58909341,3,919.87,2759.61
423283835781349,545436860162,74649333,1,98.11,98.11
684495616277904,545436860162,59751918,2,1056.66,2113.32
276929739533303,545436860162,28581857,1,1049.98,1049.98
602293958828506,545436860162,53589332,2,905.37,1810.74
290768430295294,871231374313,71716541,3,1144.43,3433.29
142135242717459,871231374313,28958334,3,752.06,2256.18
720983946050568,871231374313,94991566,1,645.88,645.88
750551131203481,871231374313,41422431,1,1092.08,1092.08
422037043403674,871231374313,41836432,2,188.57,377.14
999972912874696,313749707749,56967613,1,672.84,672.84
870533252225472,313749707749,30433256,3,621.86,1865.58
153285842659836,313749707749,58355924,2,241.93,483.86
398523433989869,313749707749,23141449,3,762.28,2286.84
233513077607308,313749707749,79744743,3,1676.08,5028.24
121957991005021,31429775601,54796244,1,531.27,531.27
266613634716224,31429775601,80360094,2,747.13,1494.26
922047273611693,31429775601,16068525,3,106.25,318.75
863408716046128,840692649853,16494468,3,291.93,875.79
517938592716005,840692649853,4882393,3,1353.24,4059.7200000000003
474303265900569,127657094920,92574764,3,432.22,1296.66
399809102346612,127657094920,40715072,3,275.19,825.5699999999999
14823709350535,127657094920,67555452,1,1433.98,1433.98
917901677546416,847427251095,85270154,2,413.06,826.12
703511608407972,847427251095,31382300,3,1236.1,3708.2999999999997
819978451504803,847427251095,75807489,1,884.58,884.58
905299984354965,847427251095,41836432,2,188.57,377.14
852087468886584,676444662583,79970489,1,581.85,581.85
500398086397824,676444662583,66182644,1,47.72,47.72
464762633475087,676444662583,39141831,3,818.89,2456.67
837902341339863,676444662583,21792266,2,536.21,1072.42
434349897994555,390863855015,49350258,1,1291.37,1291.37
881143875598739,390863855015,63621116,2,395.67,791.34
331171233786040,390863855015,93927876,1,1360.21,1360.21
61272016728842,390863855015,91869885,3,306.83,920.49
617832588592687,35605354413,38468319,1,1513.39,1513.39
172271288416437,35605354413,30261751,2,629.23,1258.46
464025382329209,35605354413,64180734,3,1093.53,3280.59
483735004278836,35605354413,96716147,3,1157.83,3473.49
276010472334504,35605354413,40791373,1,1098.78,1098.78
18453125331818,529200298238,99542289,3,660.05,1980.1499999999999
62032183662100,529200298238,24693756,3,813.01,2439.0299999999997
902786752105927,762879418738,50477061,2,1737.68,3475.36
719049619720710,762879418738,51698799,3,1113.97,3341.91
425345976308867,762879418738,61181625,2,1313.23,2626.46
544787282291799,762879418738,40807117,2,1291.69,2583.38
756709288306016,762879418738,75722619,1,24.45,24.45
507428176426520,41036211584,86857695,3,1077.11,3231.33
717196807531776,41036211584,20731251,3,414.77,1244.31
174367322970101,41036211584,94910001,1,1825.09,1825.09
215343159330924,204732622810,79121838,2,1013.0,2026.0
2654188809749,204732622810,91379594,1,1355.25,1355.25
567783080599643,204732622810,62601994,1,427.86,427.86
907485782698886,868894624217,34580790,3,284.83,854.49
485862302260774,868894624217,91449428,3,631.19,1893.5700000000002
318211441603416,42062102886,78250450,1,1196.71,1196.71
563919954353292,42062102886,75893852,1,825.73,825.73
639887275519281,42062102886,23939868,2,933.39,1866.78
284821650924984,42062102886,71552395,1,777.55,777.55
605201288388079,42062102886,95322830,1,1107.61,1107.61
420940165166602,91928615607,6886436,2,52.66,105.32
113266147234523,91928615607,48390093,2,1663.68,3327.36
486776420685978,91928615607,40146676,2,14.69,29.38
247510298596310,91928615607,8368808,1,747.39,747.39
247130249788067,91928615607,77814755,1,183.04,183.04
763598300945481,112904717623,5507321,1,553.9,553.9
895215655482322,112904717623,75299476,3,569.56,1708.6799999999998
617617158013437,722087348405,81515094,2,1383.0,2766.0
103191799092841,177140692502,31599369,3,546.02,1638.06
926897744999568,177140692502,63198731,3,849.02,2547.06
598386806464581,177140692502,22736343,3,1238.32,3714.96
978887688785723,177140692502,16720814,2,151.56,303.12
756946171189738,177140692502,17289925,2,1020.32,2040.64
304839030471360,573325013621,74286809,3,1348.17,4044.51
25182912286257,573325013621,36575940,2,939.2,1878.4
547622704659242,573325013621,6018600,2,901.38,1802.76
115358358854671,573325013621,47841840,3,1421.65,4264.950000000001
593340884921272,573325013621,75722619,3,24.45,73.35
820838988290012,382337647180,20245146,3,1586.8,4760.4
450752694131786,540098831987,94251622,1,197.49,197.49
721275788362556,540098831987,60316270,1,798.69,798.69
173060539682953,540098831987,95322830,2,1107.61,2215.22
154199619656472,540098831987,96834520,3,1507.7,4523.1
482566958054023,929845844064,61618272,3,904.13,2712.39
461632257315170,466158222739,9485243,2,856.86,1713.72
583599890441895,466158222739,35874578,1,1497.78,1497.78
645766225890756,466158222739,73407141,3,289.99,869.97
177460711787601,466158222739,53320154,1,1320.11,1320.11
664413479385920,466158222739,56626759,1,442.66,442.66
866330082308909,582885797313,37579002,1,1342.63,1342.63
100912748962208,582885797313,12550520,3,1506.91,4520.7300000000005
619372358360255,582885797313,48615644,1,635.43,635.43
593783119796977,582885797313,62052349,2,278.32,556.64
626463290228823,582885797313,79744743,1,1676.08,1676.08
983000233942421,247153614199,58515748,3,831.2,2493.6000000000004
248895398195336,247153614199,17526202,1,469.71,469.71
367648344243790,247153614199,20245146,2,1586.8,3173.6
955889876181763,936416098773,29288221,2,1806.81,3613.62
789210459618541,936416098773,32761347,2,31.18,62.36
758379965786533,936416098773,86406353,2,1131.14,2262.28
876195163023846,944595194811,75799337,3,434.25,1302.75
765527999856664,944595194811,13619160,1,864.86,864.86
463964955677925,661845940456,27308563,2,604.04,1208.08
702780445349270,661845940456,58515748,2,831.2,1662.4
488701108364866,661845940456,27949055,3,453.4,1360.1999999999998
376454691076107,865008361358,11112943,3,91.41,274.23
905450465001800,655121305626,26202603,2,1154.89,2309.78
503956771792519,655121305626,15279027,2,257.16,514.32
511888935421609,655121305626,1280918,3,1419.63,4258.89
408661400310835,655121305626,64174803,2,732.7,1465.4
67375014603539,291227739229,26889220,2,375.59,751.18
896547847115077,291227739229,64372595,1,554.95,554.95
984666633038705,291227739229,12121389,3,1037.58,3112.74
115326691772748,414084553978,99702154,1,517.33,517.33
789777305964105,414084553978,5110390,2,1265.18,2530.36
886583935807785,414084553978,69895140,3,134.98,404.93999999999994
295237753757498,414084553978,34650076,1,824.8,824.8
253323407948238,826975026597,43059453,1,357.63,357.63
2633704261481,826975026597,91379594,3,1355.25,4065.75
172303027597767,826975026597,47449036,1,117.67,117.67
891982269395835,826975026597,93601680,1,311.03,311.03
350865538637512,891003268805,96657003,1,1085.88,1085.88
339420997677564,891003268805,19956606,1,940.67,940.67
194580907481677,534084475674,18082218,3,1541.7,4625.1
195141485729704,534084475674,95061870,1,468.53,468.53
107182685306503,534084475674,98973366,1,1139.14,1139.14
157504143614206,534084475674,44267221,2,684.13,1368.26
318050665233205,894895384474,75530145,1,545.93,545.93
725479250320300,894895384474,81942319,1,548.93,548.93
72386689593708,894895384474,16708914,3,69.67,209.01
15438020589277,767703953408,38148708,2,340.48,680.96
806127337282771,767703953408,41292412,1,860.47,860.47
297312310508159,894176899327,46676171,2,106.74,213.48
308170521293421,894176899327,15289459,2,529.86,1059.72
176656383038153,474993486494,92834998,1,49.1,49.1
873562525195311,474993486494,24264727,3,836.6,2509.8
852530358987520,474993486494,5615649,2,929.72,1859.44
523955772863650,474993486494,5271725,2,377.48,754.96
252705956738996,474993486494,61220879,1,709.4,709.4
829440218432044,571260042671,77331862,3,1295.46,3886.38
6961409969140,762893202004,90997584,1,49.37,49.37
799966900563946,762893202004,16939360,2,100.32,200.64
131471947886110,312218258895,48390093,3,1663.68,4991.04
115458575877461,735518008801,88929879,1,146.7,146.7
856838102186101,735518008801,94251622,3,197.49,592.47
292843487999959,735518008801,61181625,2,1313.23,2626.46
689122861755185,735518008801,51230867,1,347.17,347.17
89144807272823,735518008801,35030642,1,1024.43,1024.43
212646641610854,222165949752,53320154,3,1320.11,3960.33
34004924217412,222165949752,37317673,3,1305.56,3916.68
75217306121890,853963044323,61960579,3,470.78,1412.34
915841527884897,853963044323,75650777,3,259.75,779.25
452932989993083,853963044323,94895907,1,961.01,961.01
895113690787631,853963044323,76840077,2,290.37,580.74
2741280522910,241555202785,67555452,1,1433.98,1433.98
275874172634814,216859052919,21792266,1,536.21,536.21
568359286837937,216859052919,76285316,2,128.61,257.22
706121604307977,216859052919,83240430,2,921.77,1843.54
770460433041231,216859052919,95603234,3,837.94,2513.82
565042763736543,107844959480,9116636,1,1524.99,1524.99
881051047612200,107844959480,1180477,1,1219.61,1219.61
794361874423865,107844959480,47574722,3,318.41,955.23
286018641799621,107844959480,11112943,3,91.41,274.23
810200498719004,499044862369,34655951,3,1153.2,3459.6000000000004
800043354407258,499044862369,44267221,1,684.13,684.13
978919038377794,499044862369,8433799,3,92.72,278.15999999999997
149704546449385,499044862369,53589332,2,905.37,1810.74
790748636673252,499044862369,70529261,3,1213.96,3641.88
215660362120625,630020579727,9486547,1,410.35,410.35
105485267129269,630020579727,23255508,1,1293.2,1293.2
256552336417577,630020579727,42705671,1,620.19,620.19
674273550290517,309527336156,26767405,3,614.26,1842.78
756478014543820,309527336156,37113130,2,186.81,373.62
356802087190634,309527336156,34650076,1,824.8,824.8
689315070225557,309527336156,94159194,3,1411.33,4233.99
649065858655422,592728874269,56915313,2,328.1,656.2
374021444394511,592728874269,69208515,2,820.35,1640.7
734286005052785,137692647620,40271817,2,499.44,998.88
71437529425122,137692647620,63667456,2,1228.24,2456.48
517445055532971,137692647620,10254312,2,1843.49,3686.98
110749386315316,68877896222,70230580,1,1359.09,1359.09
337011075544027,68877896222,40271817,1,499.44,499.44
710744362046217,68877896222,98383122,2,1849.99,3699.98
773395535767300,398372518568,71371263,3,330.09,990.27
445397873581560,398372518568,1508988,1,1716.05,1716.05
493208395558400,398372518568,10225513,1,669.15,669.15
805454612662797,398372518568,7708113,3,533.74,1601.22
759526109530556,398372518568,93927876,1,1360.21,1360.21
941020018034828,55527893461,53185696,1,474.91,474.91
792198630133592,55527893461,69153178,1,1075.54,1075.54
264634217523176,98777760259,52060239,2,992.04,1984.08
588959872527975,98777760259,58355924,3,241.93,725.79
421719983238542,98777760259,5562261,3,289.92,869.76
818550259870304,797640074043,6183262,1,1610.44,1610.44
726997548204597,797640074043,93314869,1,99.56,99.56
109368391701211,797640074043,8913154,2,1045.66,2091.32
72017847432270,164495705453,58714212,2,220.1,440.2
678457112755898,164495705453,25621483,3,1350.14,4050.42
938421021515086,164495705453,64372595,3,554.95,1664.8500000000001
928516630421821,164495705453,26745524,1,160.16,160.16
438650227312666,164495705453,95322830,1,1107.61,1107.61
588942116657762,189012582838,57671915,1,1548.76,1548.76
735434036833460,191390347750,10437457,2,1473.32,2946.64
348102580868605,191390347750,96997417,1,487.25,487.25
942611961185982,191390347750,9156262,3,1114.92,3344.76
192082302247302,191390347750,76471833,3,534.61,1603.83
433649115191876,191390347750,24717889,1,1256.04,1256.04
313479540104882,825244096722,43743429,1,575.44,575.44
970456852045343,825244096722,34650076,1,824.8,824.8
681500888772932,825244096722,36575940,2,939.2,1878.4
634838566687770,54236130064,48855951,2,812.98,1625.96
834346578058753,807143803630,49350258,2,1291.37,2582.74
669212389040382,807143803630,27308563,2,604.04,1208.08
906958253463895,807143803630,96997417,1,487.25,487.25
973401947633040,807143803630,7708113,1,533.74,533.74
280130557183486,197145624578,53394888,3,1060.64,3181.92
959819717559281,197145624578,94991566,1,645.88,645.88
32120892076133,197145624578,43105133,1,67.48,67.48
832323485699181,197145624578,94251622,1,197.49,197.49
789636030648560,113406142091,76401844,3,1380.43,4141.29
514681572911940,113406142091,42244932,1,1614.24,1614.24
88817974236459,729464174979,60216787,1,106.38,106.38
58499753636342,729464174979,53679712,3,1017.54,3052.62
579528288449804,307249742392,98487566,2,1231.24,2462.48
929736067097524,307249742392,28581857,1,1049.98,1049.98
214165818983001,307249742392,92779053,1,1322.61,1322.61
993259121609730,251139061338,96716147,1,1157.83,1157.83
477654169467126,251139061338,91283300,2,821.09,1642.18
732629765970502,251139061338,17267018,2,473.89,947.78
51809607681088,251139061338,16708914,2,69.67,139.34
667699954909759,251139061338,38170519,2,912.86,1825.72
910439720050083,803061005827,40043181,3,929.44,2788.32
575966042151025,803061005827,54117622,1,373.98,373.98
976326401984977,274182788973,21605233,2,20.05,40.1
20693258744480,274182788973,34881927,1,1181.41,1181.41
584736288506948,274182788973,64695828,1,954.02,954.02
497102490942967,274182788973,83043424,2,788.0,1576.0
838776389399126,298829546723,64372595,3,554.95,1664.8500000000001
485562857521855,298829546723,88488696,1,591.87,591.87
127456948731415,298829546723,75807489,1,884.58,884.58
852202063497851,298829546723,43999106,2,480.15,960.3
99408191144747,298829546723,80575044,2,582.9,1165.8
168822925315809,149887612749,77331862,1,1295.46,1295.46
306849827931080,664096124811,44533551,3,689.75,2069.25
464735296332691,664096124811,31433731,1,59.92,59.92
1654756879307,913325024686,90129225,3,735.69,2207.07
226450651549811,913325024686,26262154,3,1234.54,3703.62
978153973038484,175315533976,82188797,2,879.26,1758.52
819664440292211,175315533976,98973366,1,1139.14,1139.14
991845256452654,175315533976,24717889,3,1256.04,3768.12
185320306780466,175315533976,24681816,1,605.81,605.81
182210239099097,288458518911,51698799,2,1113.97,2227.94
367852358859089,33590927141,86406353,3,1131.14,3393.42
728182179541834,33590927141,98973366,2,1139.14,2278.28
18890609891685,33590927141,4253634,2,395.02,790.04
619927524702136,33590927141,88241043,1,1099.1,1099.1
691834590484170,753125679270,51547510,2,1666.6,3333.2
381637001684359,753125679270,15149339,2,335.35,670.7
142381390731346,753125679270,81515094,2,1383.0,2766.0
612243112521878,992982075564,16368614,3,181.44,544.3199999999999
439394056261002,992982075564,14130262,2,798.11,1596.22
88683946871412,992982075564,67397195,3,1309.35,3928.0499999999997
480570983905346,992982075564,94128052,1,768.42,768.42
346325159245511,992982075564,1508988,1,1716.05,1716.05
756189577825072,326784575892,62301565,1,549.3,549.3
70587196516454,326784575892,35634152,1,1395.52,1395.52
459212621391996,326784575892,67061470,3,632.39,1897.17
90578927136947,120072383837,94991566,1,645.88,645.88
682899374323369,120072383837,939481,3,1244.49,3733.4700000000003
490368651486736,28392757102,21076168,2,1262.35,2524.7
247046425787261,28392757102,4253634,2,395.02,790.04
880008175282566,269177901852,42311344,3,1425.84,4277.5199999999995
670317357555293,269177901852,92834998,3,49.1,147.3
434868442842996,269177901852,41422431,1,1092.08,1092.08
704939848464646,269177901852,19930849,2,584.28,1168.56
329837398553105,617010140120,83043424,1,788.0,788.0
614495368379911,617010140120,44035764,2,1493.92,2987.84
271328260789567,721614416959,62246295,2,1004.23,2008.46
320399598941030,721614416959,47558868,2,761.18,1522.36
352207753477602,166890638701,92721799,2,1133.69,2267.38
669564574144617,166890638701,35685119,2,1434.36,2868.72
755606839081014,166890638701,90788331,3,862.77,2588.31
758964576037513,166890638701,26889220,1,375.59,375.59
44194092795722,510433415048,91890308,3,245.37,736.11
215059143238606,510433415048,99282776,2,373.68,747.36
518447623528874,510433415048,34580790,3,284.83,854.49
423284993601052,510433415048,68848180,2,1031.57,2063.14
802241190595575,577922266124,1280918,2,1419.63,2839.26
318651079673838,577922266124,97335451,3,1124.86,3374.58
519724786729542,577922266124,92420620,3,1314.12,3942.3599999999997
250359491800020,577922266124,37578790,2,340.42,680.84
571731548949169,577922266124,3642801,1,70.73,70.73
762188072983568,305041804419,77749693,1,1078.3,1078.3
695630430241323,305041804419,40715072,1,275.19,275.19
922889574904456,305041804419,51394971,1,909.9,909.9
186384967027992,305041804419,28188564,2,729.66,1459.32
316110282329771,508553351689,34319705,1,548.76,548.76
977940750919436,508553351689,93987495,2,694.12,1388.24
371459042131053,508553351689,38937958,2,1195.29,2390.58
811244407048494,508553351689,99542289,1,660.05,660.05
840227186263374,687181971871,35553679,1,829.99,829.99
226007858237580,687181971871,25696192,1,733.32,733.32
918391342727338,687181971871,80809016,1,967.4,967.4
762932178142284,687181971871,28602593,2,147.29,294.58
977545856450677,76799023141,44305430,3,162.79,488.37
728250181689643,76799023141,25636007,1,1899.26,1899.26
236244062078489,76799023141,24870359,3,1081.44,3244.32
892102726451256,76799023141,38170519,3,912.86,2738.58
40637048848507,76799023141,29510320,2,1229.84,2459.68
24367407225057,878284296906,84621341,2,127.79,255.58
751468830353581,878284296906,8978139,2,721.48,1442.96
837316329661144,878284296906,95589884,3,356.25,1068.75
696401276743232,878284296906,91890308,3,245.37,736.11
898297770537082,998288119824,53286280,1,116.93,116.93
745395596038380,998288119824,92574764,2,432.22,864.44
623208420945138,998288119824,92882117,3,935.38,2806.14
735366204920763,850695038317,81744622,3,1527.65,4582.950000000001
173802806001790,850695038317,41949456,2,320.42,640.84
365640634256808,850695038317,70802476,3,1275.92,3827.76
280629878947774,850695038317,98973366,3,1139.14,3417.42
767466108850759,850695038317,70529261,2,1213.96,2427.92
785993789487087,324483762005,35874578,1,1497.78,1497.78
357753184466754,324483762005,94895907,1,961.01,961.01
999677677870853,324483762005,50477061,3,1737.68,5213.04
889241437949654,994626080340,60378234,2,114.9,229.8
765111017347052,994626080340,34655951,3,1153.2,3459.6000000000004
662264219426501,651596425825,66769548,3,502.42,1507.26
269908768156331,651596425825,54796244,3,531.27,1593.81
469375130365689,155822440765,11592751,3,1304.14,3912.42
548146364906853,155822440765,94159194,1,1411.33,1411.33
